timestamp,origin,destination,distance_km,duration_traffic_min,duration_normal_min,congestion_level
34:38.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
34:48.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
34:58.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
35:09.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,24,15,High
35:19.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
35:30.1,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
35:40.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
35:51.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
36:01.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
36:12.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
36:22.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
36:33.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
36:44.7,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
36:55.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
37:05.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
37:16.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
37:26.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
37:36.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
37:47.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
37:57.6,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
38:07.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
38:18.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
38:28.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
38:39.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
38:49.9,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
39:00.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
39:10.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
39:21.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
39:31.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
39:41.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
39:52.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
40:03.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
40:13.5,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
40:23.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
40:34.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
40:44.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,22,13,High
40:55.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
41:05.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
41:16.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
41:26.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
41:37.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
41:47.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
41:58.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
42:08.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
42:19.1,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
42:29.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
42:39.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
42:51.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
43:01.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
43:12.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
43:22.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
43:33.1,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
43:44.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
43:54.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
44:04.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,24,15,High
44:15.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
44:26.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
44:37.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
44:48.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
44:58.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
45:08.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
45:19.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
45:29.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
45:40.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
45:50.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
46:01.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
46:11.9,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
46:22.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
46:33.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
46:43.9,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
46:54.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
47:04.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
47:15.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
47:25.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
47:36.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
47:46.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
47:57.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
48:07.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
48:18.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
48:28.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
48:39.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
48:49.7,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
49:00.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
49:10.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
49:21.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
49:31.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
49:41.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
49:52.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
50:03.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
50:14.3,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
50:24.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
50:35.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
50:50.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
51:01.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
51:12.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
51:22.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
51:32.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
51:43.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
51:55.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
52:05.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
52:16.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",29.4,43,43,Low
52:27.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
52:37.8,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,41,26,High
52:48.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
52:59.0,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
53:09.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
53:20.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
53:31.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
53:41.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,42,24,High
53:53.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
54:04.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
54:14.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
54:25.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
54:35.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
54:46.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,41,26,High
54:56.6,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
55:07.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
55:17.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
55:27.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
55:38.2,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
55:48.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
55:59.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,59,42,Moderate
56:11.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
56:21.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",5.8,29,17,High
56:32.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
56:42.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
56:54.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,41,26,High
57:04.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
57:15.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
57:25.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
57:35.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,54,40,Moderate
57:46.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
57:57.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
58:07.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
58:18.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
58:28.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
13:24.9,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
13:35.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
13:46.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
13:57.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
14:07.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
14:18.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
14:29.2,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
14:41.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
14:51.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
15:03.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
15:16.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
15:27.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
15:40.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
15:51.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
16:01.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
16:12.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
16:23.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,56,42,Moderate
16:33.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
16:45.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
16:59.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",5.8,29,17,High
17:10.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
17:20.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
17:31.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
17:41.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",20.8,55,40,Moderate
17:52.1,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
18:02.5,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
18:12.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
18:23.2,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
18:33.7,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
18:44.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
18:54.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
19:05.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,38,26,Moderate
19:16.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
19:27.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
19:41.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
19:52.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
20:02.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
20:13.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
20:23.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
20:34.0,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,37,26,Moderate
20:44.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
20:55.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
21:13.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,37,26,Moderate
21:24.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
21:35.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
21:46.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
21:56.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
22:07.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
22:18.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,49,36,Moderate
22:28.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,27,17,High
22:40.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
22:50.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
23:01.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
23:11.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,38,24,High
23:22.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
23:34.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
23:48.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
23:59.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
24:09.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
24:20.2,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
24:32.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
24:43.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
24:53.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,56,42,Moderate
25:04.3,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,37,26,Moderate
25:15.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
25:25.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,35,25,Moderate
25:37.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
25:48.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
25:58.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
26:10.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
26:20.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
26:30.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,37,26,Moderate
26:42.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
26:55.3,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
27:07.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
27:18.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
27:28.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
27:38.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
27:49.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
27:59.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
28:10.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
28:20.4,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,21,15,Moderate
28:31.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
28:41.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
28:52.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,56,42,Moderate
29:02.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
29:13.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
29:23.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
29:34.4,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
29:44.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
29:55.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
30:06.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,39,24,High
30:17.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,37,26,Moderate
30:27.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",5.8,29,17,High
30:38.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",5.8,29,17,High
30:48.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
31:00.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,48,36,Moderate
31:10.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
31:21.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
31:32.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
31:43.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,45,28,High
45:36.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
45:47.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
45:57.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
46:08.0,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
46:18.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
46:29.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
46:39.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,21,13,High
46:49.8,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
47:00.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
47:10.7,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
47:21.1,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
47:31.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
47:42.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
47:52.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
48:02.9,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,57,42,Moderate
48:13.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,16,10,High
48:23.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
48:34.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
48:44.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,22,15,Moderate
48:54.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,26,19,Moderate
49:05.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
49:15.6,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
49:26.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,34,25,Moderate
